PRESIDENT 2016
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Alaska,20161108,N/A,FEDERAL ABSENTEE,Absentee,342,40,"Trump, Donald J.",Challenger,274,"Clinton, Hillary Rodham",Challenger,Independent,7,"Johnson, Gary E.",Challenger,21,234,D,11.70,80.12,2.05,6.14,12.74,87.26,"The other vote was: Write-In (Write-in) 9; Stein, Jill (Independent) 11; De La Fuente, Roque (Independent) 1; Castle, Darrell (Independent) 0",,"The other vote was: Write-In (Write-in) 9; Stein, Jill (Independent) 11; De La Fuente, Roque (Independent) 1; Castle, Darrell (Independent) 0"
President,Alaska,20161108,N/A,Election District 1,Election District,"6,638","3,180","Trump, Donald J.",Challenger,"2,573","Clinton, Hillary Rodham",Challenger,Independent,416,"Johnson, Gary E.",Challenger,469,607,R,47.91,38.76,6.27,7.07,55.28,44.72,"The other vote was: Write-In (Write-in) 225; Stein, Jill (Independent) 143; De La Fuente, Roque (Independent) 28; Castle, Darrell (Independent) 73",,"The other vote was: Write-In (Write-in) 225; Stein, Jill (Independent) 143; De La Fuente, Roque (Independent) 28; Castle, Darrell (Independent) 73"
President,Alaska,20161108,N/A,Election District 2,Election District,"5,492","3,188","Trump, Donald J.",Challenger,"1,585","Clinton, Hillary Rodham",Challenger,Independent,371,"Johnson, Gary E.",Challenger,348,"1,603",R,58.05,28.86,6.76,6.34,66.79,33.21,"The other vote was: Write-In (Write-in) 176; Stein, Jill (Independent) 94; De La Fuente, Roque (Independent) 20; Castle, Darrell (Independent) 58",,"The other vote was: Write-In (Write-in) 176; Stein, Jill (Independent) 94; De La Fuente, Roque (Independent) 20; Castle, Darrell (Independent) 58"
President,Alaska,20161108,N/A,Election District 3,Election District,"7,613","5,403","Trump, Donald J.",Challenger,"1,241","Clinton, Hillary Rodham",Challenger,Independent,518,"Johnson, Gary E.",Challenger,451,"4,162",R,70.97,16.30,6.80,5.92,81.32,18.68,"The other vote was: Write-In (Write-in) 221; Stein, Jill (Independent) 98; De La Fuente, Roque (Independent) 23; Castle, Darrell (Independent) 109",,"The other vote was: Write-In (Write-in) 221; Stein, Jill (Independent) 98; De La Fuente, Roque (Independent) 23; Castle, Darrell (Independent) 109"
President,Alaska,20161108,N/A,Election District 4,Election District,"9,521","4,070","Trump, Donald J.",Challenger,"4,162","Clinton, Hillary Rodham",Challenger,Independent,585,"Johnson, Gary E.",Challenger,704,92,D,42.75,43.71,6.14,7.39,49.44,50.56,"The other vote was: Write-In (Write-in) 344; Stein, Jill (Independent) 237; De La Fuente, Roque (Independent) 26; Castle, Darrell (Independent) 97",,"The other vote was: Write-In (Write-in) 344; Stein, Jill (Independent) 237; De La Fuente, Roque (Independent) 26; Castle, Darrell (Independent) 97"
President,Alaska,20161108,N/A,Election District 5,Election District,"7,906","3,683","Trump, Donald J.",Challenger,"3,187","Clinton, Hillary Rodham",Challenger,Independent,512,"Johnson, Gary E.",Challenger,524,496,R,46.58,40.31,6.48,6.63,53.61,46.39,"The other vote was: Write-In (Write-in) 255; Stein, Jill (Independent) 178; De La Fuente, Roque (Independent) 20; Castle, Darrell (Independent) 71",,"The other vote was: Write-In (Write-in) 255; Stein, Jill (Independent) 178; De La Fuente, Roque (Independent) 20; Castle, Darrell (Independent) 71"
President,Alaska,20161108,N/A,Election District 6,Election District,"8,460","4,929","Trump, Donald J.",Challenger,"2,536","Clinton, Hillary Rodham",Challenger,Independent,471,"Johnson, Gary E.",Challenger,524,"2,393",R,58.26,29.98,5.57,6.19,66.03,33.97,"The other vote was: Write-In (Write-in) 238; Stein, Jill (Independent) 125; De La Fuente, Roque (Independent) 24; Castle, Darrell (Independent) 137",,"The other vote was: Write-In (Write-in) 238; Stein, Jill (Independent) 125; De La Fuente, Roque (Independent) 24; Castle, Darrell (Independent) 137"
President,Alaska,20161108,N/A,Election District 7,Election District,"8,294","5,935","Trump, Donald J.",Challenger,"1,510","Clinton, Hillary Rodham",Challenger,Independent,431,"Johnson, Gary E.",Challenger,418,"4,425",R,71.56,18.21,5.20,5.04,79.72,20.28,"The other vote was: Write-In (Write-in) 192; Stein, Jill (Independent) 102; De La Fuente, Roque (Independent) 27; Castle, Darrell (Independent) 97",,"The other vote was: Write-In (Write-in) 192; Stein, Jill (Independent) 102; De La Fuente, Roque (Independent) 27; Castle, Darrell (Independent) 97"
President,Alaska,20161108,N/A,Election District 8,Election District,"8,073","6,126","Trump, Donald J.",Challenger,"1,218","Clinton, Hillary Rodham",Challenger,Independent,364,"Johnson, Gary E.",Challenger,365,"4,908",R,75.88,15.09,4.51,4.52,83.42,16.58,"The other vote was: Write-In (Write-in) 150; Stein, Jill (Independent) 88; De La Fuente, Roque (Independent) 27; Castle, Darrell (Independent) 100",,"The other vote was: Write-In (Write-in) 150; Stein, Jill (Independent) 88; De La Fuente, Roque (Independent) 27; Castle, Darrell (Independent) 100"
President,Alaska,20161108,N/A,Election District 9,Election District,"8,954","6,100","Trump, Donald J.",Challenger,"1,843","Clinton, Hillary Rodham",Challenger,Independent,510,"Johnson, Gary E.",Challenger,501,"4,257",R,68.13,20.58,5.70,5.60,76.80,23.20,"The other vote was: Write-In (Write-in) 224; Stein, Jill (Independent) 135; De La Fuente, Roque (Independent) 31; Castle, Darrell (Independent) 111",,"The other vote was: Write-In (Write-in) 224; Stein, Jill (Independent) 135; De La Fuente, Roque (Independent) 31; Castle, Darrell (Independent) 111"
