PRESIDENT 2012
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Louisiana,20121106,N/A,ACADIA,Parish,"26,835","19,931","Romney, W. Mitt",Challenger,"6,560","Obama, Barack H.",Incumbent,Libertarian,144,"Johnson, Gary E.",Challenger,200,"13,371",R,74.27,24.45,.54,.75,75.24,24.76,"The other vote was: Anderson, Ross C. (Justice) 23; Fellure, Jack (Prohibition) 8; Lindsay, Peta (Socialism and Liberation) 9; White, Jerry (Socialist Equality) 7; Harris, James (Socialist Workers Party) 2; Tittle, Sheila (We the People) 24; Stein, Jill (Green) 101; Goode, Virgil H. Jr. (Write-in) 26",,"The other vote was: Anderson, Ross C. (Justice) 23; Fellure, Jack (Prohibition) 8; Lindsay, Peta (Socialism and Liberation) 9; White, Jerry (Socialist Equality) 7; Harris, James (Socialist Workers Party) 2; Tittle, Sheila (We the People) 24; Stein, Jill (Green) 101; Goode, Virgil H. Jr. (Write-in) 26"
President,Louisiana,20121106,N/A,ALLEN,Parish,"9,307","6,495","Romney, W. Mitt",Challenger,"2,617","Obama, Barack H.",Incumbent,Libertarian,73,"Johnson, Gary E.",Challenger,122,"3,878",R,69.79,28.12,.78,1.31,71.28,28.72,"The other vote was: Anderson, Ross C. (Justice) 15; Fellure, Jack (Prohibition) 3; Lindsay, Peta (Socialism and Liberation) 1; White, Jerry (Socialist Equality) 5; Harris, James (Socialist Workers Party) 2; Tittle, Sheila (We the People) 27; Stein, Jill (Green) 52; Goode, Virgil H. Jr. (Write-in) 17",,"The other vote was: Anderson, Ross C. (Justice) 15; Fellure, Jack (Prohibition) 3; Lindsay, Peta (Socialism and Liberation) 1; White, Jerry (Socialist Equality) 5; Harris, James (Socialist Workers Party) 2; Tittle, Sheila (We the People) 27; Stein, Jill (Green) 52; Goode, Virgil H. Jr. (Write-in) 17"
President,Louisiana,20121106,N/A,ASCENSION,Parish,"51,073","33,856","Romney, W. Mitt",Challenger,"16,349","Obama, Barack H.",Incumbent,Libertarian,538,"Johnson, Gary E.",Challenger,330,"17,507",R,66.29,32.01,1.05,.65,67.44,32.56,"The other vote was: Anderson, Ross C. (Justice) 44; Fellure, Jack (Prohibition) 20; Lindsay, Peta (Socialism and Liberation) 11; White, Jerry (Socialist Equality) 9; Harris, James (Socialist Workers Party) 10; Tittle, Sheila (We the People) 60; Stein, Jill (Green) 123; Goode, Virgil H. Jr. (Write-in) 53",,"The other vote was: Anderson, Ross C. (Justice) 44; Fellure, Jack (Prohibition) 20; Lindsay, Peta (Socialism and Liberation) 11; White, Jerry (Socialist Equality) 9; Harris, James (Socialist Workers Party) 10; Tittle, Sheila (We the People) 60; Stein, Jill (Green) 123; Goode, Virgil H. Jr. (Write-in) 53"
President,Louisiana,20121106,N/A,ASSUMPTION,Parish,"10,992","6,083","Romney, W. Mitt",Challenger,"4,754","Obama, Barack H.",Incumbent,Libertarian,70,"Johnson, Gary E.",Challenger,85,"1,329",R,55.34,43.25,.64,.77,56.13,43.87,"The other vote was: Anderson, Ross C. (Justice) 5; Fellure, Jack (Prohibition) 1; Lindsay, Peta (Socialism and Liberation) 5; White, Jerry (Socialist Equality) 6; Harris, James (Socialist Workers Party) 2; Tittle, Sheila (We the People) 16; Stein, Jill (Green) 34; Goode, Virgil H. Jr. (Write-in) 16",,"The other vote was: Anderson, Ross C. (Justice) 5; Fellure, Jack (Prohibition) 1; Lindsay, Peta (Socialism and Liberation) 5; White, Jerry (Socialist Equality) 6; Harris, James (Socialist Workers Party) 2; Tittle, Sheila (We the People) 16; Stein, Jill (Green) 34; Goode, Virgil H. Jr. (Write-in) 16"
President,Louisiana,20121106,N/A,AVOYELLES,Parish,"17,032","10,670","Romney, W. Mitt",Challenger,"6,077","Obama, Barack H.",Incumbent,Libertarian,98,"Johnson, Gary E.",Challenger,187,"4,593",R,62.65,35.68,.58,1.10,63.71,36.29,"The other vote was: Anderson, Ross C. (Justice) 18; Fellure, Jack (Prohibition) 10; Lindsay, Peta (Socialism and Liberation) 4; White, Jerry (Socialist Equality) 7; Harris, James (Socialist Workers Party) 6; Tittle, Sheila (We the People) 40; Stein, Jill (Green) 80; Goode, Virgil H. Jr. (Write-in) 22",,"The other vote was: Anderson, Ross C. (Justice) 18; Fellure, Jack (Prohibition) 10; Lindsay, Peta (Socialism and Liberation) 4; White, Jerry (Socialist Equality) 7; Harris, James (Socialist Workers Party) 6; Tittle, Sheila (We the People) 40; Stein, Jill (Green) 80; Goode, Virgil H. Jr. (Write-in) 22"
President,Louisiana,20121106,N/A,BEAUREGARD,Parish,"14,225","11,112","Romney, W. Mitt",Challenger,"2,828","Obama, Barack H.",Incumbent,Libertarian,145,"Johnson, Gary E.",Challenger,140,"8,284",R,78.12,19.88,1.02,.98,79.71,20.29,"The other vote was: Anderson, Ross C. (Justice) 17; Fellure, Jack (Prohibition) 2; Lindsay, Peta (Socialism and Liberation) 2; White, Jerry (Socialist Equality) 3; Harris, James (Socialist Workers Party) 7; Tittle, Sheila (We the People) 29; Stein, Jill (Green) 53; Goode, Virgil H. Jr. (Write-in) 27",,"The other vote was: Anderson, Ross C. (Justice) 17; Fellure, Jack (Prohibition) 2; Lindsay, Peta (Socialism and Liberation) 2; White, Jerry (Socialist Equality) 3; Harris, James (Socialist Workers Party) 7; Tittle, Sheila (We the People) 29; Stein, Jill (Green) 53; Goode, Virgil H. Jr. (Write-in) 27"
President,Louisiana,20121106,N/A,BIENVILLE,Parish,"7,203","3,641","Romney, W. Mitt",Challenger,"3,490","Obama, Barack H.",Incumbent,Libertarian,25,"Johnson, Gary E.",Challenger,47,151,R,50.55,48.45,.35,.65,51.06,48.94,"The other vote was: Anderson, Ross C. (Justice) 3; Fellure, Jack (Prohibition) 1; Lindsay, Peta (Socialism and Liberation) 4; White, Jerry (Socialist Equality) 0; Harris, James (Socialist Workers Party) 1; Tittle, Sheila (We the People) 6; Stein, Jill (Green) 21; Goode, Virgil H. Jr. (Write-in) 11",,"The other vote was: Anderson, Ross C. (Justice) 3; Fellure, Jack (Prohibition) 1; Lindsay, Peta (Socialism and Liberation) 4; White, Jerry (Socialist Equality) 0; Harris, James (Socialist Workers Party) 1; Tittle, Sheila (We the People) 6; Stein, Jill (Green) 21; Goode, Virgil H. Jr. (Write-in) 11"
President,Louisiana,20121106,N/A,BOSSIER,Parish,"48,562","34,988","Romney, W. Mitt",Challenger,"12,956","Obama, Barack H.",Incumbent,Libertarian,390,"Johnson, Gary E.",Challenger,228,"22,032",R,72.05,26.68,.80,.47,72.98,27.02,"The other vote was: Anderson, Ross C. (Justice) 9; Fellure, Jack (Prohibition) 10; Lindsay, Peta (Socialism and Liberation) 8; White, Jerry (Socialist Equality) 5; Harris, James (Socialist Workers Party) 4; Tittle, Sheila (We the People) 28; Stein, Jill (Green) 109; Goode, Virgil H. Jr. (Write-in) 55",,"The other vote was: Anderson, Ross C. (Justice) 9; Fellure, Jack (Prohibition) 10; Lindsay, Peta (Socialism and Liberation) 8; White, Jerry (Socialist Equality) 5; Harris, James (Socialist Workers Party) 4; Tittle, Sheila (We the People) 28; Stein, Jill (Green) 109; Goode, Virgil H. Jr. (Write-in) 55"
President,Louisiana,20121106,N/A,CADDO,Parish,"111,765","52,459","Romney, W. Mitt",Challenger,"58,042","Obama, Barack H.",Incumbent,Libertarian,763,"Johnson, Gary E.",Challenger,501,"5,583",D,46.94,51.93,.68,.45,47.47,52.53,"The other vote was: Anderson, Ross C. (Justice) 41; Fellure, Jack (Prohibition) 13; Lindsay, Peta (Socialism and Liberation) 14; White, Jerry (Socialist Equality) 14; Harris, James (Socialist Workers Party) 23; Tittle, Sheila (We the People) 50; Stein, Jill (Green) 258; Goode, Virgil H. Jr. (Write-in) 88",,"The other vote was: Anderson, Ross C. (Justice) 41; Fellure, Jack (Prohibition) 13; Lindsay, Peta (Socialism and Liberation) 14; White, Jerry (Socialist Equality) 14; Harris, James (Socialist Workers Party) 23; Tittle, Sheila (We the People) 50; Stein, Jill (Green) 258; Goode, Virgil H. Jr. (Write-in) 88"
President,Louisiana,20121106,N/A,CALCASIEU,Parish,"81,726","51,850","Romney, W. Mitt",Challenger,"28,359","Obama, Barack H.",Incumbent,Libertarian,818,"Johnson, Gary E.",Challenger,699,"23,491",R,63.44,34.70,1.00,.86,64.64,35.36,"The other vote was: Anderson, Ross C. (Justice) 52; Fellure, Jack (Prohibition) 27; Lindsay, Peta (Socialism and Liberation) 21; White, Jerry (Socialist Equality) 16; Harris, James (Socialist Workers Party) 16; Tittle, Sheila (We the People) 117; Stein, Jill (Green) 289; Goode, Virgil H. Jr. (Write-in) 161",,"The other vote was: Anderson, Ross C. (Justice) 52; Fellure, Jack (Prohibition) 27; Lindsay, Peta (Socialism and Liberation) 21; White, Jerry (Socialist Equality) 16; Harris, James (Socialist Workers Party) 16; Tittle, Sheila (We the People) 117; Stein, Jill (Green) 289; Goode, Virgil H. Jr. (Write-in) 161"
