PRESIDENT 2012
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Ohio,20121106,N/A,ADAMS,County,"11,089","6,865","Romney, W. Mitt",Challenger,"3,976","Obama, Barack H.",Incumbent,Libertarian,98,"Johnson, Gary E.",Challenger,150,"2,889",R,61.91,35.86,.88,1.35,63.32,36.68,"The other vote was: Stein, Jill (Green) 55; Goode, Virgil H. Jr. (Write-in) 32; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 55; Alexander, Stewart (Socialist) 8",,"The other vote was: Stein, Jill (Green) 55; Goode, Virgil H. Jr. (Write-in) 32; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 55; Alexander, Stewart (Socialist) 8"
President,Ohio,20121106,N/A,ALLEN,County,"48,236","29,502","Romney, W. Mitt",Challenger,"17,914","Obama, Barack H.",Incumbent,Libertarian,464,"Johnson, Gary E.",Challenger,356,"11,588",R,61.16,37.14,.96,.74,62.22,37.78,"The other vote was: Stein, Jill (Green) 164; Goode, Virgil H. Jr. (Write-in) 60; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 110; Alexander, Stewart (Socialist) 22",,"The other vote was: Stein, Jill (Green) 164; Goode, Virgil H. Jr. (Write-in) 60; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 110; Alexander, Stewart (Socialist) 22"
President,Ohio,20121106,N/A,ASHLAND,County,"24,330","15,519","Romney, W. Mitt",Challenger,"8,281","Obama, Barack H.",Incumbent,Libertarian,221,"Johnson, Gary E.",Challenger,309,"7,238",R,63.79,34.04,.91,1.27,65.21,34.79,"The other vote was: Stein, Jill (Green) 115; Goode, Virgil H. Jr. (Write-in) 91; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 84; Alexander, Stewart (Socialist) 19",,"The other vote was: Stein, Jill (Green) 115; Goode, Virgil H. Jr. (Write-in) 91; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 84; Alexander, Stewart (Socialist) 19"
President,Ohio,20121106,N/A,ASHTABULA,County,"43,064","18,298","Romney, W. Mitt",Challenger,"23,803","Obama, Barack H.",Incumbent,Libertarian,433,"Johnson, Gary E.",Challenger,530,"5,505",D,42.49,55.27,1.01,1.23,43.46,56.54,"The other vote was: Stein, Jill (Green) 224; Goode, Virgil H. Jr. (Write-in) 94; Scattered Write-In (Write-in) 2; Duncan, Richard (Independent) 176; Alexander, Stewart (Socialist) 34",,"The other vote was: Stein, Jill (Green) 224; Goode, Virgil H. Jr. (Write-in) 94; Scattered Write-In (Write-in) 2; Duncan, Richard (Independent) 176; Alexander, Stewart (Socialist) 34"
President,Ohio,20121106,N/A,ATHENS,County,"27,638","8,543","Romney, W. Mitt",Challenger,"18,307","Obama, Barack H.",Incumbent,Libertarian,434,"Johnson, Gary E.",Challenger,354,"9,764",D,30.91,66.24,1.57,1.28,31.82,68.18,"The other vote was: Stein, Jill (Green) 188; Goode, Virgil H. Jr. (Write-in) 43; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 102; Alexander, Stewart (Socialist) 21",,"The other vote was: Stein, Jill (Green) 188; Goode, Virgil H. Jr. (Write-in) 43; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 102; Alexander, Stewart (Socialist) 21"
President,Ohio,20121106,N/A,AUGLAIZE,County,"23,405","17,169","Romney, W. Mitt",Challenger,"5,831","Obama, Barack H.",Incumbent,Libertarian,209,"Johnson, Gary E.",Challenger,196,"11,338",R,73.36,24.91,.89,.84,74.65,25.35,"The other vote was: Stein, Jill (Green) 83; Goode, Virgil H. Jr. (Write-in) 38; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 66; Alexander, Stewart (Socialist) 9",,"The other vote was: Stein, Jill (Green) 83; Goode, Virgil H. Jr. (Write-in) 38; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 66; Alexander, Stewart (Socialist) 9"
President,Ohio,20121106,N/A,BELMONT,County,"31,564","16,758","Romney, W. Mitt",Challenger,"14,156","Obama, Barack H.",Incumbent,Libertarian,232,"Johnson, Gary E.",Challenger,418,"2,602",R,53.09,44.85,.74,1.32,54.21,45.79,"The other vote was: Stein, Jill (Green) 178; Goode, Virgil H. Jr. (Write-in) 60; Scattered Write-In (Write-in) 1; Duncan, Richard (Independent) 165; Alexander, Stewart (Socialist) 14",,"The other vote was: Stein, Jill (Green) 178; Goode, Virgil H. Jr. (Write-in) 60; Scattered Write-In (Write-in) 1; Duncan, Richard (Independent) 165; Alexander, Stewart (Socialist) 14"
President,Ohio,20121106,N/A,BROWN,County,"19,392","11,916","Romney, W. Mitt",Challenger,"7,107","Obama, Barack H.",Incumbent,Libertarian,191,"Johnson, Gary E.",Challenger,178,"4,809",R,61.45,36.65,.98,.92,62.64,37.36,"The other vote was: Stein, Jill (Green) 68; Goode, Virgil H. Jr. (Write-in) 29; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 67; Alexander, Stewart (Socialist) 14",,"The other vote was: Stein, Jill (Green) 68; Goode, Virgil H. Jr. (Write-in) 29; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 67; Alexander, Stewart (Socialist) 14"
President,Ohio,20121106,N/A,BUTLER,County,"170,191","105,176","Romney, W. Mitt",Challenger,"62,388","Obama, Barack H.",Incumbent,Libertarian,"1,654","Johnson, Gary E.",Challenger,973,"42,788",R,61.80,36.66,.97,.57,62.77,37.23,"The other vote was: Stein, Jill (Green) 413; Goode, Virgil H. Jr. (Write-in) 207; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 281; Alexander, Stewart (Socialist) 72",,"The other vote was: Stein, Jill (Green) 413; Goode, Virgil H. Jr. (Write-in) 207; Scattered Write-In (Write-in) 0; Duncan, Richard (Independent) 281; Alexander, Stewart (Socialist) 72"
President,Ohio,20121106,N/A,CARROLL,County,"13,262","7,315","Romney, W. Mitt",Challenger,"5,543","Obama, Barack H.",Incumbent,Libertarian,173,"Johnson, Gary E.",Challenger,231,"1,772",R,55.16,41.80,1.30,1.74,56.89,43.11,"The other vote was: Stein, Jill (Green) 71; Goode, Virgil H. Jr. (Write-in) 62; Scattered Write-In (Write-in) 1; Duncan, Richard (Independent) 83; Alexander, Stewart (Socialist) 14",,"The other vote was: Stein, Jill (Green) 71; Goode, Virgil H. Jr. (Write-in) 62; Scattered Write-In (Write-in) 1; Duncan, Richard (Independent) 83; Alexander, Stewart (Socialist) 14"
