PRESIDENT 2012
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,California,20121106,N/A,ALAMEDA,County,"595,642","108,182","Romney, W. Mitt",Challenger,"469,684","Obama, Barack H.",Incumbent,Libertarian,"5,471","Johnson, Gary E.",Challenger,"12,305","361,502",D,18.16,78.85,.92,2.07,18.72,81.28,"The other vote was: Hoefling, Thomas (American Independent) 1,212; Barr, Roseanne (Peace and Freedom) 2,890; Paul, Ron (Write-in) 602; Stein, Jill (Green) 7,502; Goode, Virgil H. Jr. (Write-in) 15; Scattered Write-In (Write-in) 84",,"The other vote was: Hoefling, Thomas (American Independent) 1,212; Barr, Roseanne (Peace and Freedom) 2,890; Paul, Ron (Write-in) 602; Stein, Jill (Green) 7,502; Goode, Virgil H. Jr. (Write-in) 15; Scattered Write-In (Write-in) 84"
President,California,20121106,N/A,ALPINE,County,653,236,"Romney, W. Mitt",Challenger,389,"Obama, Barack H.",Incumbent,Libertarian,8,"Johnson, Gary E.",Challenger,20,153,D,36.14,59.57,1.23,3.06,37.76,62.24,"The other vote was: Hoefling, Thomas (American Independent) 1; Barr, Roseanne (Peace and Freedom) 5; Paul, Ron (Write-in) 4; Stein, Jill (Green) 8; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 2",,"The other vote was: Hoefling, Thomas (American Independent) 1; Barr, Roseanne (Peace and Freedom) 5; Paul, Ron (Write-in) 4; Stein, Jill (Green) 8; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 2"
President,California,20121106,N/A,AMADOR,County,"17,649","10,281","Romney, W. Mitt",Challenger,"6,830","Obama, Barack H.",Incumbent,Libertarian,242,"Johnson, Gary E.",Challenger,296,"3,451",R,58.25,38.70,1.37,1.68,60.08,39.92,"The other vote was: Hoefling, Thomas (American Independent) 79; Barr, Roseanne (Peace and Freedom) 75; Paul, Ron (Write-in) 54; Stein, Jill (Green) 88; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0",,"The other vote was: Hoefling, Thomas (American Independent) 79; Barr, Roseanne (Peace and Freedom) 75; Paul, Ron (Write-in) 54; Stein, Jill (Green) 88; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0"
President,California,20121106,N/A,BUTTE,County,"90,752","44,479","Romney, W. Mitt",Challenger,"42,669","Obama, Barack H.",Incumbent,Libertarian,"1,334","Johnson, Gary E.",Challenger,"2,270","1,810",R,49.01,47.02,1.47,2.50,51.04,48.96,"The other vote was: Hoefling, Thomas (American Independent) 454; Barr, Roseanne (Peace and Freedom) 562; Paul, Ron (Write-in) 385; Stein, Jill (Green) 840; Goode, Virgil H. Jr. (Write-in) 3; Scattered Write-In (Write-in) 26",,"The other vote was: Hoefling, Thomas (American Independent) 454; Barr, Roseanne (Peace and Freedom) 562; Paul, Ron (Write-in) 385; Stein, Jill (Green) 840; Goode, Virgil H. Jr. (Write-in) 3; Scattered Write-In (Write-in) 26"
President,California,20121106,N/A,CALAVERAS,County,"21,786","12,365","Romney, W. Mitt",Challenger,"8,670","Obama, Barack H.",Incumbent,Libertarian,327,"Johnson, Gary E.",Challenger,424,"3,695",R,56.76,39.80,1.50,1.95,58.78,41.22,"The other vote was: Hoefling, Thomas (American Independent) 110; Barr, Roseanne (Peace and Freedom) 100; Paul, Ron (Write-in) 86; Stein, Jill (Green) 122; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 6",,"The other vote was: Hoefling, Thomas (American Independent) 110; Barr, Roseanne (Peace and Freedom) 100; Paul, Ron (Write-in) 86; Stein, Jill (Green) 122; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 6"
President,California,20121106,N/A,COLUSA,County,"6,034","3,601","Romney, W. Mitt",Challenger,"2,314","Obama, Barack H.",Incumbent,Libertarian,47,"Johnson, Gary E.",Challenger,72,"1,287",R,59.68,38.35,.78,1.19,60.88,39.12,"The other vote was: Hoefling, Thomas (American Independent) 17; Barr, Roseanne (Peace and Freedom) 18; Paul, Ron (Write-in) 18; Stein, Jill (Green) 17; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 2",,"The other vote was: Hoefling, Thomas (American Independent) 17; Barr, Roseanne (Peace and Freedom) 18; Paul, Ron (Write-in) 18; Stein, Jill (Green) 17; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 2"
President,California,20121106,N/A,CONTRA COSTA,County,"438,226","136,517","Romney, W. Mitt",Challenger,"290,824","Obama, Barack H.",Incumbent,Libertarian,"4,372","Johnson, Gary E.",Challenger,"6,513","154,307",D,31.15,66.36,1.00,1.49,31.95,68.05,"The other vote was: Hoefling, Thomas (American Independent) 1,391; Barr, Roseanne (Peace and Freedom) 1,543; Paul, Ron (Write-in) 627; Stein, Jill (Green) 2,879; Goode, Virgil H. Jr. (Write-in) 20; Scattered Write-In (Write-in) 53",,"The other vote was: Hoefling, Thomas (American Independent) 1,391; Barr, Roseanne (Peace and Freedom) 1,543; Paul, Ron (Write-in) 627; Stein, Jill (Green) 2,879; Goode, Virgil H. Jr. (Write-in) 20; Scattered Write-In (Write-in) 53"
President,California,20121106,N/A,DEL NORTE,County,"8,770","4,614","Romney, W. Mitt",Challenger,"3,791","Obama, Barack H.",Incumbent,Libertarian,109,"Johnson, Gary E.",Challenger,256,823,R,52.61,43.23,1.24,2.92,54.90,45.10,"The other vote was: Hoefling, Thomas (American Independent) 70; Barr, Roseanne (Peace and Freedom) 62; Paul, Ron (Write-in) 31; Stein, Jill (Green) 90; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 3",,"The other vote was: Hoefling, Thomas (American Independent) 70; Barr, Roseanne (Peace and Freedom) 62; Paul, Ron (Write-in) 31; Stein, Jill (Green) 90; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 3"
President,California,20121106,N/A,EL DORADO,County,"88,774","50,973","Romney, W. Mitt",Challenger,"35,166","Obama, Barack H.",Incumbent,Libertarian,"1,278","Johnson, Gary E.",Challenger,"1,357","15,807",R,57.42,39.61,1.44,1.53,59.18,40.82,"The other vote was: Hoefling, Thomas (American Independent) 336; Barr, Roseanne (Peace and Freedom) 312; Paul, Ron (Write-in) 284; Stein, Jill (Green) 410; Goode, Virgil H. Jr. (Write-in) 7; Scattered Write-In (Write-in) 8",,"The other vote was: Hoefling, Thomas (American Independent) 336; Barr, Roseanne (Peace and Freedom) 312; Paul, Ron (Write-in) 284; Stein, Jill (Green) 410; Goode, Virgil H. Jr. (Write-in) 7; Scattered Write-In (Write-in) 8"
President,California,20121106,N/A,FRESNO,County,"258,827","124,490","Romney, W. Mitt",Challenger,"129,129","Obama, Barack H.",Incumbent,Libertarian,"2,262","Johnson, Gary E.",Challenger,"2,946","4,639",D,48.10,49.89,.87,1.14,49.09,50.91,"The other vote was: Hoefling, Thomas (American Independent) 434; Barr, Roseanne (Peace and Freedom) 898; Paul, Ron (Write-in) 485; Stein, Jill (Green) 1,101; Goode, Virgil H. Jr. (Write-in) 16; Scattered Write-In (Write-in) 12",,"The other vote was: Hoefling, Thomas (American Independent) 434; Barr, Roseanne (Peace and Freedom) 898; Paul, Ron (Write-in) 485; Stein, Jill (Green) 1,101; Goode, Virgil H. Jr. (Write-in) 16; Scattered Write-In (Write-in) 12"
