PRESIDENT 2012
,
Office,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes
President,Kansas,20121106,N/A,ALLEN,County,"5,310","3,316","Romney, W. Mitt",Challenger,"1,869","Obama, Barack H.",Incumbent,Libertarian,75,"Johnson, Gary E.",Challenger,50,"1,447",R,62.45,35.20,1.41,.94,63.95,36.05,"The other vote was: Baldwin, Chuck (Reform) 43; Stein, Jill (Green) 1; Goode, Virgil H. Jr. (Write-in) 4; Scattered Write-In (Write-in) 2",,"The other vote was: Baldwin, Chuck (Reform) 43; Stein, Jill (Green) 1; Goode, Virgil H. Jr. (Write-in) 4; Scattered Write-In (Write-in) 2"
President,Kansas,20121106,N/A,ANDERSON,County,"3,315","2,276","Romney, W. Mitt",Challenger,944,"Obama, Barack H.",Incumbent,Libertarian,74,"Johnson, Gary E.",Challenger,21,"1,332",R,68.66,28.48,2.23,.63,70.68,29.32,"The other vote was: Baldwin, Chuck (Reform) 18; Stein, Jill (Green) 1; Goode, Virgil H. Jr. (Write-in) 2; Scattered Write-In (Write-in) 0",,"The other vote was: Baldwin, Chuck (Reform) 18; Stein, Jill (Green) 1; Goode, Virgil H. Jr. (Write-in) 2; Scattered Write-In (Write-in) 0"
President,Kansas,20121106,N/A,ATCHISON,County,"6,674","3,917","Romney, W. Mitt",Challenger,"2,567","Obama, Barack H.",Incumbent,Libertarian,148,"Johnson, Gary E.",Challenger,42,"1,350",R,58.69,38.46,2.22,.63,60.41,39.59,"The other vote was: Baldwin, Chuck (Reform) 35; Stein, Jill (Green) 2; Goode, Virgil H. Jr. (Write-in) 1; Scattered Write-In (Write-in) 4",,"The other vote was: Baldwin, Chuck (Reform) 35; Stein, Jill (Green) 2; Goode, Virgil H. Jr. (Write-in) 1; Scattered Write-In (Write-in) 4"
President,Kansas,20121106,N/A,BARBER,County,"2,314","1,772","Romney, W. Mitt",Challenger,482,"Obama, Barack H.",Incumbent,Libertarian,42,"Johnson, Gary E.",Challenger,18,"1,290",R,76.58,20.83,1.82,.78,78.62,21.38,"The other vote was: Baldwin, Chuck (Reform) 16; Stein, Jill (Green) 2; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0",,"The other vote was: Baldwin, Chuck (Reform) 16; Stein, Jill (Green) 2; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0"
President,Kansas,20121106,N/A,BARTON,County,"10,341","7,874","Romney, W. Mitt",Challenger,"2,297","Obama, Barack H.",Incumbent,Libertarian,123,"Johnson, Gary E.",Challenger,47,"5,577",R,76.14,22.21,1.19,.45,77.42,22.58,"The other vote was: Baldwin, Chuck (Reform) 46; Stein, Jill (Green) 1; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0",,"The other vote was: Baldwin, Chuck (Reform) 46; Stein, Jill (Green) 1; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0"
President,Kansas,20121106,N/A,BOURBON,County,"6,254","4,102","Romney, W. Mitt",Challenger,"1,996","Obama, Barack H.",Incumbent,Libertarian,110,"Johnson, Gary E.",Challenger,46,"2,106",R,65.59,31.92,1.76,.74,67.27,32.73,"The other vote was: Baldwin, Chuck (Reform) 40; Stein, Jill (Green) 0; Goode, Virgil H. Jr. (Write-in) 6; Scattered Write-In (Write-in) 0",,"The other vote was: Baldwin, Chuck (Reform) 40; Stein, Jill (Green) 0; Goode, Virgil H. Jr. (Write-in) 6; Scattered Write-In (Write-in) 0"
President,Kansas,20121106,N/A,BROWN,County,"3,993","2,829","Romney, W. Mitt",Challenger,"1,076","Obama, Barack H.",Incumbent,Libertarian,64,"Johnson, Gary E.",Challenger,24,"1,753",R,70.85,26.95,1.60,.60,72.45,27.55,"The other vote was: Baldwin, Chuck (Reform) 24; Stein, Jill (Green) 0; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0",,"The other vote was: Baldwin, Chuck (Reform) 24; Stein, Jill (Green) 0; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0"
President,Kansas,20121106,N/A,BUTLER,County,"26,085","18,157","Romney, W. Mitt",Challenger,"7,282","Obama, Barack H.",Incumbent,Libertarian,459,"Johnson, Gary E.",Challenger,187,"10,875",R,69.61,27.92,1.76,.72,71.37,28.63,"The other vote was: Baldwin, Chuck (Reform) 119; Stein, Jill (Green) 5; Goode, Virgil H. Jr. (Write-in) 11; Scattered Write-In (Write-in) 52",,"The other vote was: Baldwin, Chuck (Reform) 119; Stein, Jill (Green) 5; Goode, Virgil H. Jr. (Write-in) 11; Scattered Write-In (Write-in) 52"
President,Kansas,20121106,N/A,CHASE,County,"1,271",875,"Romney, W. Mitt",Challenger,358,"Obama, Barack H.",Incumbent,Libertarian,27,"Johnson, Gary E.",Challenger,11,517,R,68.84,28.17,2.12,.87,70.97,29.03,"The other vote was: Baldwin, Chuck (Reform) 8; Stein, Jill (Green) 1; Goode, Virgil H. Jr. (Write-in) 1; Scattered Write-In (Write-in) 1",,"The other vote was: Baldwin, Chuck (Reform) 8; Stein, Jill (Green) 1; Goode, Virgil H. Jr. (Write-in) 1; Scattered Write-In (Write-in) 1"
President,Kansas,20121106,N/A,CHAUTAUQUA,County,"1,630","1,304","Romney, W. Mitt",Challenger,280,"Obama, Barack H.",Incumbent,Libertarian,34,"Johnson, Gary E.",Challenger,12,"1,024",R,80.00,17.18,2.09,.74,82.32,17.68,"The other vote was: Baldwin, Chuck (Reform) 12; Stein, Jill (Green) 0; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0",,"The other vote was: Baldwin, Chuck (Reform) 12; Stein, Jill (Green) 0; Goode, Virgil H. Jr. (Write-in) 0; Scattered Write-In (Write-in) 0"
